timestamp,open,high,low,close
1652966880000,391.676,391.676,391.676,391.676
1652966940000,391.676,391.676,391.676,391.676
1652967000000,388.547,388.977,388.446,388.926
1652967060000,388.946,389.676,388.916,389.676
1652967120000,389.687,390.087,389.447,389.636
1652967180000,389.616,390.597,389.577,390.396
1652967240000,390.416,390.567,390.016,390.307
1652967300000,390.306,390.547,389.916,390.466
1652967360000,390.446,391.256,390.446,391.216
1652967420000,391.227,391.777,390.957,391.666
1652967480000,391.647,391.767,390.557,390.656
1652967540000,390.667,391.017,390.426,390.867
1652967600000,390.886,391.196,390.686,391.057
1652967660000,391.027,391.067,390.326,390.717
1652967720000,390.696,390.877,390.197,390.276
1652967780000,390.286,390.346,389.356,389.476
1652967840000,389.486,389.757,388.917,389.117
1652967900000,389.107,389.267,388.657,388.657
1652967960000,388.676,388.866,388.396,388.427
1652968020000,388.457,388.476,387.626,387.756
1652968080000,387.747,388.026,387.516,387.826
1652968140000,387.837,387.837,387.306,387.526
1652968200000,387.517,387.826,387.086,387.347
1652968260000,387.367,387.777,387.176,387.727
1652968320000,387.747,387.877,387.246,387.307
1652968380000,387.327,387.646,387.176,387.407
1652968440000,387.396,388.406,387.326,388.237
1652968500000,388.227,388.797,388.126,388.786
1652968560000,388.786,389.327,388.766,389.266
1652968620000,389.266,389.637,388.966,389.016
1652968680000,389.017,389.017,388.027,388.136
1652968740000,388.136,388.467,387.997,388.456
1652968800000,388.487,389.407,388.197,389.356
1652968860000,389.357,390.227,389.326,390.226
1652968920000,390.236,390.856,390.087,390.597
1652968980000,390.587,391.067,390.566,390.886
1652969040000,390.887,391.027,390.307,390.446
1652969100000,390.457,390.697,390.027,390.507
1652969160000,390.516,390.547,389.786,389.836
1652969220000,389.857,390.366,389.846,389.967
1652969280000,389.987,390.296,389.686,390.117
1652969340000,390.146,390.197,389.017,389.507
1652969400000,389.496,390.067,389.346,389.887
1652969460000,389.917,390.776,389.917,390.716
1652969520000,390.717,390.817,389.987,390.536
1652969580000,390.526,390.637,389.737,389.797
1652969640000,389.796,390.116,389.537,389.946
1652969700000,389.927,390.326,389.636,389.957
1652969760000,389.966,390.707,389.807,390.497
1652969820000,390.486,391.027,390.337,390.856
1652969880000,390.816,391.017,390.537,390.837
1652969940000,390.827,391.017,390.336,390.467
1652970000000,390.457,391.567,390.316,391.437
1652970060000,391.426,391.907,391.376,391.627
1652970120000,391.626,391.677,391.036,391.076
1652970180000,391.087,391.366,390.897,391.306
1652970240000,391.337,391.476,390.886,391.206
1652970300000,391.196,391.277,390.626,390.737
1652970360000,390.736,390.926,389.966,389.997
1652970420000,390.007,390.087,389.267,389.736
1652970480000,389.726,389.937,389.457,389.497
1652970540000,389.517,390.017,389.077,389.577
1652970600000,389.597,389.867,388.696,388.927
1652970660000,388.926,389.586,388.766,389.327
1652970720000,389.296,390.237,389.126,390.176
1652970780000,390.167,390.467,389.936,390.046
1652970840000,390.016,390.407,389.907,390.346
1652970900000,390.357,390.697,390.136,390.326
1652970960000,390.287,390.407,389.586,389.617
1652971020000,389.627,390.017,389.556,389.606
1652971080000,389.576,389.657,388.826,388.846
1652971140000,388.866,389.217,388.527,389.096
1652971200000,389.086,389.086,388.497,388.547
1652971260000,388.526,388.667,388.307,388.367
1652971320000,388.366,389.256,388.366,388.596
1652971380000,388.616,388.717,388.187,388.306
1652971440000,388.306,388.857,388.237,388.577
1652971500000,388.586,389.097,388.546,388.937
1652971560000,388.966,389.266,388.716,389.056
1652971620000,389.067,389.207,388.567,388.726
1652971680000,388.717,389.026,388.356,388.526
1652971740000,388.526,388.527,388.047,388.386
1652971800000,388.377,388.817,388.187,388.406
1652971860000,388.416,388.567,387.857,387.917
1652971920000,387.907,388.737,387.896,388.636
1652971980000,388.646,389.257,388.346,388.936
1652972040000,388.967,389.637,388.797,389.556
1652972100000,389.596,390.207,389.316,390.056
1652972160000,390.057,390.057,389.437,389.527
1652972220000,389.516,389.646,388.906,389.217
1652972280000,389.187,389.436,388.956,389.407
1652972340000,389.417,389.497,388.817,389.207
1652972400000,389.226,389.707,389.127,389.666
1652972460000,389.667,390.047,389.486,389.816
1652972520000,389.816,389.857,389.486,389.766
1652972580000,389.776,389.966,389.427,389.896
1652972640000,389.876,389.977,389.527,389.627
1652972700000,389.636,389.787,388.527,388.546
1652972760000,388.556,388.766,388.266,388.757
1652972820000,388.746,388.847,388.356,388.837
1652972880000,388.837,388.967,388.457,388.657
1652972940000,388.647,389.336,388.467,389.307
1652973000000,389.286,390.137,389.186,390.056
1652973060000,390.057,390.207,389.796,390.186
1652973120000,390.176,390.267,389.917,390.147
1652973180000,390.147,390.177,389.367,389.517
1652973240000,389.517,389.657,388.996,389.077
1652973300000,389.057,389.157,388.877,389.157
1652973360000,389.157,389.177,388.486,388.957
1652973420000,388.967,389.347,388.706,389.197
1652973480000,389.187,389.437,389.076,389.356
1652973540000,389.367,389.696,389.006,389.527
1652973600000,389.517,389.517,388.916,389.127
1652973660000,389.137,389.657,389.076,389.647
1652973720000,389.666,390.007,389.637,389.747
1652973780000,389.746,389.887,389.446,389.836
1652973840000,389.877,390.427,389.787,390.196
1652973900000,390.186,390.187,389.636,390.056
1652973960000,390.057,390.077,389.397,389.677
1652974020000,389.666,389.677,389.177,389.437
1652974080000,389.436,389.696,389.316,389.547
1652974140000,389.546,389.586,389.117,389.586
1652974200000,389.576,390.077,389.566,389.976
1652974260000,389.967,390.546,389.746,390.347
1652974320000,390.357,390.447,389.966,390.266
1652974380000,390.256,390.677,390.177,390.607
1652974440000,390.606,391.037,390.527,390.957
1652974500000,390.967,391.187,390.517,391.157
1652974560000,391.147,391.457,391.026,391.436
1652974620000,391.417,392.047,391.357,392.026
1652974680000,392.007,392.187,391.606,392.156
1652974740000,392.156,392.307,392.016,392.117
1652974800000,392.126,392.757,392.076,392.736
1652974860000,392.707,393.236,392.596,393.046
1652974920000,393.047,393.196,392.936,393.017
1652974980000,393.027,393.306,392.886,393.247
1652975040000,393.256,393.267,392.856,392.897
1652975100000,392.887,392.996,392.536,392.646
1652975160000,392.657,392.856,392.586,392.627
1652975220000,392.617,392.936,392.596,392.926
1652975280000,392.936,393.267,392.716,393.267
1652975340000,393.267,393.306,392.857,393.037
1652975400000,393.046,393.157,392.656,392.706
1652975460000,392.697,392.877,392.617,392.807
1652975520000,392.816,392.856,392.596,392.706
1652975580000,392.716,392.747,392.256,392.256
1652975640000,392.256,392.417,391.786,392.007
1652975700000,392.017,392.056,391.486,391.756
1652975760000,391.736,391.736,391.356,391.596
1652975820000,391.607,391.617,391.276,391.477
1652975880000,391.477,391.866,391.426,391.727
1652975940000,391.727,392.027,391.567,391.877
1652976000000,391.886,392.086,391.686,391.767
1652976060000,391.756,391.887,391.496,391.706
1652976120000,391.716,391.796,391.506,391.656
1652976180000,391.646,392.187,391.607,392.046
1652976240000,392.067,392.217,391.856,392.026
1652976300000,392.027,392.047,391.706,391.737
1652976360000,391.726,392.387,391.716,392.347
1652976420000,392.357,392.467,392.086,392.286
1652976480000,392.297,392.357,392.046,392.207
1652976540000,392.206,392.417,392.036,392.267
1652976600000,392.267,392.547,392.246,392.516
1652976660000,392.526,392.777,392.406,392.736
1652976720000,392.757,392.766,392.326,392.497
1652976780000,392.506,392.647,392.347,392.597
1652976840000,392.606,392.637,392.276,392.397
1652976900000,392.406,392.877,392.406,392.736
1652976960000,392.747,392.987,392.596,392.767
1652977020000,392.777,392.936,392.617,392.637
1652977080000,392.637,392.717,392.216,392.266
1652977140000,392.267,392.357,391.697,391.907
1652977200000,391.927,391.937,390.887,390.917
1652977260000,390.917,391.297,390.756,391.246
1652977320000,391.246,391.687,391.176,391.577
1652977380000,391.597,391.636,391.297,391.367
1652977440000,391.357,391.546,391.146,391.216
1652977500000,391.216,391.557,391.177,391.397
1652977560000,391.416,391.437,390.956,390.967
1652977620000,390.967,391.336,390.906,391.237
1652977680000,391.237,391.397,391.027,391.316
1652977740000,391.306,391.847,391.246,391.687
1652977800000,391.706,391.906,391.496,391.556
1652977860000,391.527,391.596,391.216,391.397
1652977920000,391.397,391.476,391.156,391.177
1652977980000,391.187,391.237,390.966,391.147
1652978040000,391.147,391.376,390.806,391.167
1652978100000,391.197,391.276,390.496,390.556
1652978160000,390.586,390.816,390.507,390.557
1652978220000,390.567,390.606,390.266,390.387
1652978280000,390.386,390.466,390.236,390.286
1652978340000,390.286,390.287,389.957,390.047
1652978400000,390.046,390.237,389.746,389.877
1652978460000,389.866,389.886,389.246,389.477
1652978520000,389.486,389.897,389.426,389.606
1652978580000,389.617,389.656,389.407,389.497
1652978640000,389.487,389.536,389.286,389.316
1652978700000,389.337,389.536,389.047,389.077
1652978760000,389.067,389.157,388.877,389.036
1652978820000,389.027,389.217,388.866,389.176
1652978880000,389.167,389.377,388.857,388.997
1652978940000,389.006,389.157,388.816,389.116
1652979000000,389.096,389.497,389.056,389.327
1652979060000,389.316,389.527,389.226,389.436
1652979120000,389.427,389.686,389.406,389.477
1652979180000,389.456,389.637,389.296,389.437
1652979240000,389.407,389.686,389.146,389.146
1652979300000,389.147,389.516,388.846,389.407
1652979360000,389.406,389.517,389.187,389.427
1652979420000,389.406,390.036,389.377,389.977
1652979480000,389.976,389.976,389.716,389.787
1652979540000,389.776,390.037,389.736,389.946
1652979600000,389.937,390.216,389.876,389.956
1652979660000,389.967,390.226,389.906,389.946
1652979720000,389.936,389.936,389.296,389.356
1652979780000,389.347,389.737,389.307,389.527
1652979840000,389.536,389.737,389.487,389.636
1652979900000,389.647,390.297,389.616,390.197
1652979960000,390.206,390.567,390.206,390.317
1652980020000,390.307,390.346,389.866,390.056
1652980080000,390.046,390.096,389.316,389.576
1652980140000,389.586,389.816,389.426,389.767
1652980200000,389.757,389.897,388.637,388.827
1652980260000,388.846,389.207,388.776,389.097
1652980320000,389.086,389.207,388.807,388.846
1652980380000,388.847,388.917,388.457,388.557
1652980440000,388.547,388.827,388.316,388.816
1652980500000,388.806,388.806,388.336,388.467
1652980560000,388.486,388.647,388.356,388.616
1652980620000,388.607,388.757,388.356,388.756
1652980680000,388.767,389.237,388.666,389.207
1652980740000,389.207,389.597,389.176,389.597
1652980800000,389.606,389.647,389.116,389.547
1652980860000,389.547,389.747,389.376,389.466
1652980920000,389.476,390.106,389.247,389.866
1652980980000,389.866,390.216,389.776,390.017
1652981040000,390.017,390.037,389.656,389.996
1652981100000,390.007,390.306,389.717,390.216
1652981160000,390.207,390.246,389.766,390.026
1652981220000,390.037,390.217,389.847,389.977
1652981280000,389.967,390.027,389.536,389.706
1652981340000,389.736,389.886,389.346,389.606
1652981400000,389.616,389.947,389.266,389.866
1652981460000,389.866,390.457,389.866,390.336
1652981520000,390.307,390.517,390.176,390.476
1652981580000,390.496,390.557,390.296,390.376
1652981640000,390.366,390.387,389.746,389.786
1652981700000,389.796,390.017,389.477,389.997
1652981760000,389.986,390.337,389.756,390.156
1652981820000,390.147,390.227,389.706,389.777
1652981880000,389.776,389.997,389.456,389.996
1652981940000,389.997,390.386,389.887,390.206
1652982000000,390.217,390.267,389.827,389.916
1652982060000,389.927,390.167,389.766,389.766
1652982120000,389.757,390.037,389.757,389.887
1652982180000,389.896,390.367,389.867,390.307
1652982240000,390.326,390.637,390.206,390.296
1652982300000,390.286,390.447,390.026,390.436
1652982360000,390.426,390.466,389.966,389.996
1652982420000,389.996,390.007,389.277,389.297
1652982480000,389.297,389.377,388.886,388.946
1652982540000,388.926,389.107,388.457,388.646
1652982600000,388.656,389.087,388.526,389.047
1652982660000,389.037,389.626,388.956,389.486
1652982720000,389.477,390.057,389.206,389.887
1652982780000,389.876,390.067,389.746,389.856
1652982840000,389.866,390.667,389.836,390.496
1652982900000,390.507,391.366,390.507,391.216
1652982960000,391.217,391.876,391.167,391.797
1652983020000,391.806,392.227,391.566,392.097
1652983080000,392.096,392.186,391.766,391.836
1652983140000,391.847,391.847,391.476,391.717
1652983200000,391.727,391.857,391.206,391.277
1652983260000,391.277,391.366,390.717,390.756
1652983320000,390.767,391.346,390.766,391.187
1652983380000,391.187,391.287,390.746,390.817
1652983440000,390.826,390.987,390.526,390.776
1652983500000,390.766,390.807,390.566,390.617
1652983560000,390.627,390.637,389.986,390.157
1652983620000,390.156,390.817,390.156,390.816
1652983680000,390.826,390.846,390.426,390.746
1652983740000,390.746,390.877,390.607,390.726
1652983800000,390.737,391.307,390.726,390.967
1652983860000,390.957,391.277,390.907,391.186
1652983920000,391.196,391.406,390.976,391.207
1652983980000,391.216,391.416,390.516,390.516
1652984040000,390.516,390.946,390.337,390.856
1652984100000,390.847,391.266,390.837,391.126
1652984160000,391.106,391.417,391.027,391.036
1652984220000,391.036,391.096,390.556,390.906
1652984280000,390.907,390.927,390.466,390.656
1652984340000,390.647,390.797,390.337,390.406
1652984400000,390.416,390.867,390.067,390.847
1652984460000,390.847,391.096,390.646,391.096
1652984520000,391.096,391.306,390.926,391.017
1652984580000,391.036,391.087,390.626,390.837
1652984640000,390.856,390.956,390.597,390.936
1652984700000,390.947,391.096,390.816,390.886
1652984760000,390.887,390.987,390.396,390.567
1652984820000,390.546,390.786,390.267,390.666
1652984880000,390.647,391.107,390.576,390.846
1652984940000,390.837,391.097,390.656,390.897
1652985000000,390.876,390.876,390.426,390.806
1652985060000,390.797,391.357,390.706,391.256
1652985120000,391.246,391.367,390.656,390.816
1652985180000,390.827,391.117,390.616,390.786
1652985240000,390.796,391.067,390.716,390.937
1652985300000,390.946,391.016,390.446,390.976
1652985360000,390.986,391.227,390.756,391.157
1652985420000,391.166,391.907,391.156,391.897
1652985480000,391.886,392.217,391.797,391.987
1652985540000,391.987,391.996,391.537,391.606
1652985600000,391.597,391.597,391.246,391.397
1652985660000,391.406,391.416,390.436,390.657
1652985720000,390.687,390.917,390.466,390.796
1652985780000,390.776,391.116,390.557,391.016
1652985840000,391.007,391.666,390.907,391.566
1652985900000,391.577,391.887,391.246,391.687
1652985960000,391.697,392.027,391.516,391.937
1652986020000,391.926,392.187,391.796,391.977
1652986080000,391.976,392.206,391.966,392.106
1652986140000,392.086,392.327,392.017,392.327
1652986200000,392.327,393.007,392.267,392.677
1652986260000,392.657,392.807,392.276,392.396
1652986320000,392.416,392.657,392.126,392.657
1652986380000,392.646,392.946,392.486,392.806
